scenario,lambda,sample,contribution
balanced,0.18329807108324356,TSs155,1.8659478620236592e-15
balanced,0.18329807108324356,TSs156A,0.0
balanced,0.18329807108324356,TSs157A,0.8254467463307232
balanced,0.18329807108324356,TSs158,0.0
balanced,0.18329807108324356,TSs161,5.488372301872625e-16
balanced,0.18329807108324356,TSs166,4.3885692935487626e-16
balanced,0.18329807108324356,TSs168,3.464947127402206e-16
balanced,0.18329807108324356,TSs195,0.0
balanced,0.18329807108324356,TSs1A,0.0
balanced,0.18329807108324356,TSs2,0.0
balanced,0.18329807108324356,TSs201,7.748741068718134e-16
balanced,0.18329807108324356,TSs209,6.37531085266816e-16
balanced,0.18329807108324356,TSs217,1.8135913902080413e-16
balanced,0.18329807108324356,TSs224,0.0
balanced,0.18329807108324356,TSs22A,0.0
balanced,0.18329807108324356,TSs22B,0.0
balanced,0.18329807108324356,TSs23,1.87849363868588e-16
balanced,0.18329807108324356,TSs24,2.5081117079144574e-15
balanced,0.18329807108324356,TSs266,2.7081408135039882e-17
balanced,0.18329807108324356,TSs269,0.0
balanced,0.18329807108324356,TSs27,0.0
balanced,0.18329807108324356,TSs274,0.0
balanced,0.18329807108324356,TSs277,3.015164336566345e-16
balanced,0.18329807108324356,TSs282,0.14132770783113427
balanced,0.18329807108324356,TSs287,5.014737124212419e-16
balanced,0.18329807108324356,TSs291,0.0
balanced,0.18329807108324356,TSs293,0.0
balanced,0.18329807108324356,TSs294,6.388085424743466e-16
balanced,0.18329807108324356,TSs296,2.830151119259657e-16
balanced,0.18329807108324356,TSs297,0.0
balanced,0.18329807108324356,TSs3,5.44818482455722e-17
balanced,0.18329807108324356,TSs30,0.0
balanced,0.18329807108324356,TSs303,0.0
balanced,0.18329807108324356,TSs311,0.0
balanced,0.18329807108324356,TSs314A,0.0
balanced,0.18329807108324356,TSs314B,3.5259848078477306e-17
balanced,0.18329807108324356,TSs317,2.52728439716045e-16
balanced,0.18329807108324356,TSs325,0.0
balanced,0.18329807108324356,TSs33,4.283465577304695e-16
balanced,0.18329807108324356,TSs331,0.0
balanced,0.18329807108324356,TSs333,0.0
balanced,0.18329807108324356,TSs334,0.0
balanced,0.18329807108324356,TSs336,3.4393511852910535e-16
balanced,0.18329807108324356,TSs338,0.0
balanced,0.18329807108324356,TSs357,2.022305369344363e-16
balanced,0.18329807108324356,TSs358,1.6319391516434318e-16
balanced,0.18329807108324356,TSs361,0.0
balanced,0.18329807108324356,TSs363,0.0
balanced,0.18329807108324356,TSs365,1.6729173633784357e-16
balanced,0.18329807108324356,TSs368,0.0
balanced,0.18329807108324356,TSs371,1.4224686882643176e-16
balanced,0.18329807108324356,TSs378,6.088103263063899e-16
balanced,0.18329807108324356,TSs38,0.03322554583812134
balanced,0.18329807108324356,TSs383,9.734188709435209e-17
balanced,0.18329807108324356,TSs3A,4.3040879448283837e-16
balanced,0.18329807108324356,TSs4,0.0
balanced,0.18329807108324356,TSs417,0.0
balanced,0.18329807108324356,TSs44C,2.638753407871739e-16
balanced,0.18329807108324356,TSs48,1.3193433005048275e-16
balanced,0.18329807108324356,TSs49,8.084764856821516e-16
balanced,0.18329807108324356,TSs49A,0.0
balanced,0.18329807108324356,TSs51,0.0
balanced,0.18329807108324356,TSs53,0.0
balanced,0.18329807108324356,TSs56,0.0
balanced,0.18329807108324356,TSs56A,1.9785382213771612e-16
balanced,0.18329807108324356,TSs58,3.1320368444045596e-17
balanced,0.18329807108324356,TSs59B,0.0
balanced,0.18329807108324356,TSs5A,0.0
balanced,0.18329807108324356,TSs60,0.0
balanced,0.18329807108324356,TSs60B,0.0
balanced,0.18329807108324356,TSs61,2.083641895565808e-16
balanced,0.18329807108324356,TSs63A,4.754095782941359e-16
balanced,0.18329807108324356,TSs68,0.0
balanced,0.18329807108324356,TSs7,0.0
balanced,0.18329807108324356,TSs78,0.0
balanced,0.18329807108324356,TSs82,0.0
balanced,0.18329807108324356,TSs9,4.754095782942033e-16
balanced,0.18329807108324356,TSs95,0.0
balanced,0.18329807108324356,TSs96,0.0
balanced,0.18329807108324356,TSs98,0.0
balanced,0.29763514416313175,TSs10,0.0
balanced,0.29763514416313175,TSs104,3.1457560203391258e-15
balanced,0.29763514416313175,TSs10A,0.0
balanced,0.29763514416313175,TSs11,1.3406959672175144e-15
balanced,0.29763514416313175,TSs111,1.4345793756339004e-14
balanced,0.29763514416313175,TSs116,0.0
balanced,0.29763514416313175,TSs119A,0.0
balanced,0.29763514416313175,TSs120,0.0
balanced,0.29763514416313175,TSs131,0.0
balanced,0.29763514416313175,TSs132,0.0
balanced,0.29763514416313175,TSs133,3.845983066535405e-15
balanced,0.29763514416313175,TSs136,6.724661960562711e-16
balanced,0.29763514416313175,TSs138B,3.4747321499511324e-15
balanced,0.29763514416313175,TSs15,0.0
balanced,0.29763514416313175,TSs151B,3.5114083416179485e-14
balanced,0.29763514416313175,TSs155,1.2927524374916567e-14
balanced,0.29763514416313175,TSs156A,2.1403900566105948e-14
balanced,0.29763514416313175,TSs157A,0.5871043918495757
balanced,0.29763514416313175,TSs158,2.027726461364344e-15
balanced,0.29763514416313175,TSs161,4.248042970963567e-15
balanced,0.29763514416313175,TSs166,2.978005982011008e-15
balanced,0.29763514416313175,TSs168,5.978667024038976e-15
balanced,0.29763514416313175,TSs195,4.030661494441019e-15
balanced,0.29763514416313175,TSs1A,0.0
balanced,0.29763514416313175,TSs2,0.0
balanced,0.29763514416313175,TSs201,0.0
balanced,0.29763514416313175,TSs209,0.0
balanced,0.29763514416313175,TSs217,5.299895301461132e-15
balanced,0.29763514416313175,TSs224,1.085386828989565e-15
balanced,0.29763514416313175,TSs22A,0.12305365394826757
balanced,0.29763514416313175,TSs22B,0.0
balanced,0.29763514416313175,TSs23,3.1192450306603543e-15
balanced,0.29763514416313175,TSs24,1.5306375191488528e-14
balanced,0.29763514416313175,TSs266,0.0
balanced,0.29763514416313175,TSs269,0.0
balanced,0.29763514416313175,TSs27,2.179108373990148e-15
balanced,0.29763514416313175,TSs274,1.7028121115052205e-15
balanced,0.29763514416313175,TSs277,4.493033808988718e-15
balanced,0.29763514416313175,TSs282,0.1645850929464464
balanced,0.29763514416313175,TSs287,0.0
balanced,0.29763514416313175,TSs291,1.2479200732285672e-15
balanced,0.29763514416313175,TSs293,0.0
balanced,0.29763514416313175,TSs294,4.0957018805192404e-15
balanced,0.29763514416313175,TSs296,0.0
balanced,0.29763514416313175,TSs297,0.0
balanced,0.29763514416313175,TSs3,0.0
balanced,0.29763514416313175,TSs30,0.0
balanced,0.29763514416313175,TSs303,8.952194918414352e-15
balanced,0.29763514416313175,TSs311,6.340268860154539e-15
balanced,0.29763514416313175,TSs314A,2.43561047873164e-16
balanced,0.29763514416313175,TSs314B,0.0
balanced,0.29763514416313175,TSs317,0.0
balanced,0.29763514416313175,TSs325,0.0
balanced,0.29763514416313175,TSs33,0.0
balanced,0.29763514416313175,TSs331,0.0
balanced,0.29763514416313175,TSs333,0.0
balanced,0.29763514416313175,TSs334,0.0
balanced,0.29763514416313175,TSs336,2.124423919277394e-15
balanced,0.29763514416313175,TSs338,0.0
balanced,0.29763514416313175,TSs357,3.0020278681443226e-15
balanced,0.29763514416313175,TSs358,6.1484329377644596e-15
balanced,0.29763514416313175,TSs361,5.613328002142488e-15
balanced,0.29763514416313175,TSs363,9.011402362499076e-15
balanced,0.29763514416313175,TSs365,3.339627614367812e-15
balanced,0.29763514416313175,TSs368,0.0
balanced,0.29763514416313175,TSs371,2.0914262704768345e-15
balanced,0.29763514416313175,TSs378,3.814732964906907e-15
balanced,0.29763514416313175,TSs38,0.1025923082983044
balanced,0.29763514416313175,TSs383,3.460827353375104e-15
balanced,0.29763514416313175,TSs3A,6.566055241227823e-15
balanced,0.29763514416313175,TSs4,0.0
balanced,0.29763514416313175,TSs417,0.0
balanced,0.29763514416313175,TSs44C,1.3862590060398135e-15
balanced,0.29763514416313175,TSs48,0.0
balanced,0.29763514416313175,TSs49,0.022664552957178057
balanced,0.29763514416313175,TSs49A,0.0
balanced,0.29763514416313175,TSs51,0.0
balanced,0.29763514416313175,TSs53,0.0
balanced,0.29763514416313175,TSs56,1.4901572940618245e-15
balanced,0.29763514416313175,TSs56A,0.0
balanced,0.29763514416313175,TSs58,0.0
balanced,0.29763514416313175,TSs59B,0.0
balanced,0.29763514416313175,TSs5A,0.0
balanced,0.29763514416313175,TSs60,1.0878206196882277e-15
balanced,0.29763514416313175,TSs60B,0.0
balanced,0.29763514416313175,TSs61,3.2388777298944748e-15
balanced,0.29763514416313175,TSs63A,0.0
balanced,0.29763514416313175,TSs68,0.0
balanced,0.29763514416313175,TSs7,0.0
balanced,0.29763514416313175,TSs78,5.487079354769529e-15
balanced,0.29763514416313175,TSs82,0.0
balanced,0.29763514416313175,TSs9,0.0
balanced,0.29763514416313175,TSs95,0.0
balanced,0.29763514416313175,TSs96,0.0
balanced,0.29763514416313175,TSs98,4.4267120052833987e-16
balanced,0.4832930238571752,TSs10,4.3899861530268823e-16
balanced,0.4832930238571752,TSs104,0.0
balanced,0.4832930238571752,TSs10A,8.435296515425535e-16
balanced,0.4832930238571752,TSs11,8.092844261411083e-16
balanced,0.4832930238571752,TSs111,1.909338131707269e-15
balanced,0.4832930238571752,TSs116,0.0
balanced,0.4832930238571752,TSs119A,0.0
balanced,0.4832930238571752,TSs120,1.7965957031119887e-16
balanced,0.4832930238571752,TSs131,7.421765273724552e-16
balanced,0.4832930238571752,TSs132,1.821871562154412e-16
balanced,0.4832930238571752,TSs133,0.0
balanced,0.4832930238571752,TSs136,7.395133903015238e-16
balanced,0.4832930238571752,TSs138B,4.4129743299455644e-16
balanced,0.4832930238571752,TSs15,0.0
balanced,0.4832930238571752,TSs151B,4.393195347759948e-15
balanced,0.4832930238571752,TSs155,1.92206990815001e-15
balanced,0.4832930238571752,TSs156A,2.1269197172238043e-15
balanced,0.4832930238571752,TSs157A,0.4278848658814101
balanced,0.4832930238571752,TSs158,0.0
balanced,0.4832930238571752,TSs161,7.518028537111947e-16
balanced,0.4832930238571752,TSs166,1.4912936221561356e-16
balanced,0.4832930238571752,TSs168,3.803484304821964e-16
balanced,0.4832930238571752,TSs195,3.875692701897659e-16
balanced,0.4832930238571752,TSs1A,0.0
balanced,0.4832930238571752,TSs2,0.0
balanced,0.4832930238571752,TSs201,9.413817712905678e-16
balanced,0.4832930238571752,TSs209,0.0
balanced,0.4832930238571752,TSs217,1.0394962799219192e-15
balanced,0.4832930238571752,TSs224,3.2114383903867177e-17
balanced,0.4832930238571752,TSs22A,0.16127172547809587
balanced,0.4832930238571752,TSs22B,0.0
balanced,0.4832930238571752,TSs23,2.1769705609206897e-16
balanced,0.4832930238571752,TSs24,0.0
balanced,0.4832930238571752,TSs266,0.0
balanced,0.4832930238571752,TSs269,0.0
balanced,0.4832930238571752,TSs27,0.0
balanced,0.4832930238571752,TSs274,4.1278636311940164e-17
balanced,0.4832930238571752,TSs277,6.901474659799854e-16
balanced,0.4832930238571752,TSs282,0.17495845561739232
balanced,0.4832930238571752,TSs287,0.0
balanced,0.4832930238571752,TSs291,0.0
balanced,0.4832930238571752,TSs293,0.0
balanced,0.4832930238571752,TSs294,0.0
balanced,0.4832930238571752,TSs296,0.0
balanced,0.4832930238571752,TSs297,0.0
balanced,0.4832930238571752,TSs3,0.0
balanced,0.4832930238571752,TSs30,3.705819884899852e-16
balanced,0.4832930238571752,TSs303,1.226566325931898e-15
balanced,0.4832930238571752,TSs311,7.269517894492644e-16
balanced,0.4832930238571752,TSs314A,0.0
balanced,0.4832930238571752,TSs314B,6.677119608120184e-16
balanced,0.4832930238571752,TSs317,1.7081894979009183e-16
balanced,0.4832930238571752,TSs325,1.7688953622050117e-16
balanced,0.4832930238571752,TSs33,0.0
balanced,0.4832930238571752,TSs331,0.0
balanced,0.4832930238571752,TSs333,0.0
balanced,0.4832930238571752,TSs334,0.0
balanced,0.4832930238571752,TSs336,1.7495550638460808e-16
balanced,0.4832930238571752,TSs338,0.0
balanced,0.4832930238571752,TSs357,5.984394841901738e-16
balanced,0.4832930238571752,TSs358,9.884319233367981e-17
balanced,0.4832930238571752,TSs361,2.7176984442941593e-16
balanced,0.4832930238571752,TSs363,2.2999366692277697e-15
balanced,0.4832930238571752,TSs365,0.0
balanced,0.4832930238571752,TSs368,0.0
balanced,0.4832930238571752,TSs371,3.5249556984813414e-16
balanced,0.4832930238571752,TSs378,2.882883891390099e-16
balanced,0.4832930238571752,TSs38,0.13574572494320003
balanced,0.4832930238571752,TSs383,3.3787594774201875e-16
balanced,0.4832930238571752,TSs3A,1.4461776034144949e-15
balanced,0.4832930238571752,TSs4,0.0
balanced,0.4832930238571752,TSs417,0.0
balanced,0.4832930238571752,TSs44C,4.1774718840009325e-17
balanced,0.4832930238571752,TSs48,1.8177560414156286e-16
balanced,0.4832930238571752,TSs49,0.1001392280798713
balanced,0.4832930238571752,TSs49A,0.0
balanced,0.4832930238571752,TSs51,0.0
balanced,0.4832930238571752,TSs53,0.0
balanced,0.4832930238571752,TSs56,0.0
balanced,0.4832930238571752,TSs56A,5.329824366490998e-16
balanced,0.4832930238571752,TSs58,0.0
balanced,0.4832930238571752,TSs59B,0.0
balanced,0.4832930238571752,TSs5A,1.731428387902932e-16
balanced,0.4832930238571752,TSs60,0.0
balanced,0.4832930238571752,TSs60B,0.0
balanced,0.4832930238571752,TSs61,0.0
balanced,0.4832930238571752,TSs63A,0.0
balanced,0.4832930238571752,TSs68,0.0
balanced,0.4832930238571752,TSs7,0.0
balanced,0.4832930238571752,TSs78,1.0341262578421181e-15
balanced,0.4832930238571752,TSs82,0.0
balanced,0.4832930238571752,TSs9,0.0
balanced,0.4832930238571752,TSs95,0.0
balanced,0.4832930238571752,TSs96,0.0
balanced,0.4832930238571752,TSs98,0.0
balanced,0.7847599703514611,TSs10,2.0833291521334365e-15
balanced,0.7847599703514611,TSs104,0.0
balanced,0.7847599703514611,TSs10A,1.9244069597934543e-15
balanced,0.7847599703514611,TSs11,0.0
balanced,0.7847599703514611,TSs111,0.0
balanced,0.7847599703514611,TSs116,0.0
balanced,0.7847599703514611,TSs119A,2.9038664063426948e-15
balanced,0.7847599703514611,TSs120,6.152391625757153e-16
balanced,0.7847599703514611,TSs131,5.837352420052454e-16
balanced,0.7847599703514611,TSs132,0.0
balanced,0.7847599703514611,TSs133,0.0
balanced,0.7847599703514611,TSs136,0.0
balanced,0.7847599703514611,TSs138B,0.0
balanced,0.7847599703514611,TSs15,2.4424357160273526e-16
balanced,0.7847599703514611,TSs151B,0.0
balanced,0.7847599703514611,TSs155,0.0
balanced,0.7847599703514611,TSs156A,0.0
balanced,0.7847599703514611,TSs157A,0.3164451236222397
balanced,0.7847599703514611,TSs158,0.0
balanced,0.7847599703514611,TSs161,0.0
balanced,0.7847599703514611,TSs166,0.0
balanced,0.7847599703514611,TSs168,0.0
balanced,0.7847599703514611,TSs195,0.0
balanced,0.7847599703514611,TSs1A,7.576444207610717e-17
balanced,0.7847599703514611,TSs2,5.444833681509183e-16
balanced,0.7847599703514611,TSs201,1.86380381486148e-15
balanced,0.7847599703514611,TSs209,9.303283278088264e-16
balanced,0.7847599703514611,TSs217,0.0
balanced,0.7847599703514611,TSs224,0.0
balanced,0.7847599703514611,TSs22A,0.16082030114213122
balanced,0.7847599703514611,TSs22B,2.6890282502407723e-15
balanced,0.7847599703514611,TSs23,0.0
balanced,0.7847599703514611,TSs24,0.0
balanced,0.7847599703514611,TSs266,7.238021121271153e-16
balanced,0.7847599703514611,TSs269,3.877798688617817e-16
balanced,0.7847599703514611,TSs27,0.0
balanced,0.7847599703514611,TSs274,8.88225784904898e-17
balanced,0.7847599703514611,TSs277,0.0
balanced,0.7847599703514611,TSs282,0.14868157070909832
balanced,0.7847599703514611,TSs287,2.4670382684181338e-15
balanced,0.7847599703514611,TSs291,1.7620055857977338e-17
balanced,0.7847599703514611,TSs293,1.5719898769459668e-15
balanced,0.7847599703514611,TSs294,0.0
balanced,0.7847599703514611,TSs296,1.8157229357238123e-15
balanced,0.7847599703514611,TSs297,5.906442254042885e-15
balanced,0.7847599703514611,TSs3,2.1041108963940567e-16
balanced,0.7847599703514611,TSs30,6.810583075647911e-16
balanced,0.7847599703514611,TSs303,0.0
balanced,0.7847599703514611,TSs311,0.0
balanced,0.7847599703514611,TSs314A,1.9109161697445396e-16
balanced,0.7847599703514611,TSs314B,4.2388413111467125e-16
balanced,0.7847599703514611,TSs317,1.5715388096972696e-15
balanced,0.7847599703514611,TSs325,3.749882382814925e-15
balanced,0.7847599703514611,TSs33,1.5162515102850851e-15
balanced,0.7847599703514611,TSs331,3.6560153323422154e-15
balanced,0.7847599703514611,TSs333,4.138162950731633e-15
balanced,0.7847599703514611,TSs334,0.0518207530326546
balanced,0.7847599703514611,TSs336,0.0
balanced,0.7847599703514611,TSs338,7.677172227649352e-16
balanced,0.7847599703514611,TSs357,0.0
balanced,0.7847599703514611,TSs358,0.0
balanced,0.7847599703514611,TSs361,0.0
balanced,0.7847599703514611,TSs363,0.0
balanced,0.7847599703514611,TSs365,0.0
balanced,0.7847599703514611,TSs368,3.176345759246389e-15
balanced,0.7847599703514611,TSs371,0.0
balanced,0.7847599703514611,TSs378,0.0
balanced,0.7847599703514611,TSs38,0.14094508489858182
balanced,0.7847599703514611,TSs383,0.0
balanced,0.7847599703514611,TSs3A,0.0
balanced,0.7847599703514611,TSs4,1.371887441065268e-15
balanced,0.7847599703514611,TSs417,1.2985519788438206e-15
balanced,0.7847599703514611,TSs44C,0.0
balanced,0.7847599703514611,TSs48,8.309580985935466e-16
balanced,0.7847599703514611,TSs49,0.1274140748332054
balanced,0.7847599703514611,TSs49A,2.3756655808795778e-15
balanced,0.7847599703514611,TSs51,2.6068836557313415e-15
balanced,0.7847599703514611,TSs53,3.017558139849583e-15
balanced,0.7847599703514611,TSs56,0.0
balanced,0.7847599703514611,TSs56A,2.9542213628329362e-15
balanced,0.7847599703514611,TSs58,2.4726503768484545e-15
balanced,0.7847599703514611,TSs59B,4.014754640016154e-15
balanced,0.7847599703514611,TSs5A,1.8184258588825318e-15
balanced,0.7847599703514611,TSs60,0.0
balanced,0.7847599703514611,TSs60B,2.275369530877952e-15
balanced,0.7847599703514611,TSs61,0.0
balanced,0.7847599703514611,TSs63A,2.08890630873759e-15
balanced,0.7847599703514611,TSs68,0.0538730917620018
balanced,0.7847599703514611,TSs7,3.211077480898488e-15
balanced,0.7847599703514611,TSs78,0.0
balanced,0.7847599703514611,TSs82,3.599655539516715e-15
balanced,0.7847599703514611,TSs9,2.295143485582121e-15
balanced,0.7847599703514611,TSs95,3.5598925367278297e-16
balanced,0.7847599703514611,TSs96,2.5449436661229834e-15
balanced,0.7847599703514611,TSs98,6.12802582275865e-16
balanced,1.2742749857031335,TSs10,0.020281418168692313
balanced,1.2742749857031335,TSs104,9.568159281113114e-16
balanced,1.2742749857031335,TSs10A,0.0
balanced,1.2742749857031335,TSs11,2.634945379833489e-15
balanced,1.2742749857031335,TSs111,5.734012503674734e-15
balanced,1.2742749857031335,TSs116,9.377807957847013e-17
balanced,1.2742749857031335,TSs119A,0.0
balanced,1.2742749857031335,TSs120,0.0
balanced,1.2742749857031335,TSs131,0.0
balanced,1.2742749857031335,TSs132,0.0
balanced,1.2742749857031335,TSs133,8.994757810809851e-16
balanced,1.2742749857031335,TSs136,2.1043394512089863e-16
balanced,1.2742749857031335,TSs138B,1.3605127854198107e-15
balanced,1.2742749857031335,TSs15,0.0
balanced,1.2742749857031335,TSs151B,1.0966333608377575e-14
balanced,1.2742749857031335,TSs155,3.2975984328453145e-15
balanced,1.2742749857031335,TSs156A,7.502527227708658e-15
balanced,1.2742749857031335,TSs157A,0.2329789332526867
balanced,1.2742749857031335,TSs158,1.6327251228887578e-16
balanced,1.2742749857031335,TSs161,1.2396079344364433e-15
balanced,1.2742749857031335,TSs166,3.4264753608215777e-16
balanced,1.2742749857031335,TSs168,8.262113306959928e-16
balanced,1.2742749857031335,TSs195,7.107218567370533e-16
balanced,1.2742749857031335,TSs1A,5.616261293707875e-17
balanced,1.2742749857031335,TSs2,0.0
balanced,1.2742749857031335,TSs201,0.0
balanced,1.2742749857031335,TSs209,0.0
balanced,1.2742749857031335,TSs217,1.318335671287923e-15
balanced,1.2742749857031335,TSs224,1.5316304157038225e-16
balanced,1.2742749857031335,TSs22A,0.14100033463101477
balanced,1.2742749857031335,TSs22B,0.0
balanced,1.2742749857031335,TSs23,3.5044685812765716e-16
balanced,1.2742749857031335,TSs24,2.89457170848469e-15
balanced,1.2742749857031335,TSs266,0.0
balanced,1.2742749857031335,TSs269,6.074463695480331e-16
balanced,1.2742749857031335,TSs27,4.1344781421510396e-17
balanced,1.2742749857031335,TSs274,4.272782884306064e-16
